,STEP,ID,x,y,Kind
359,3,59,20,19,normal
360,3,61,17,20,normal
361,3,62,14,9,normal
362,3,63,9,17,normal
363,3,64,12,24,normal
364,3,65,19,4,normal
365,3,66,2,18,normal
366,3,67,19,7,normal
367,3,68,8,5,normal
368,3,69,11,18,normal
369,3,70,5,6,normal
370,3,71,14,17,normal
371,3,72,16,22,normal
372,3,73,8,3,normal
373,3,74,14,16,normal
374,3,75,17,7,normal
375,3,76,21,14,normal
376,3,77,15,3,normal
377,3,78,19,8,normal
378,3,79,21,11,normal
379,3,80,17,21,normal
380,3,81,21,19,normal
381,3,82,23,9,normal
382,3,83,6,8,normal
383,3,84,5,24,normal
384,3,85,22,18,normal
385,3,86,12,19,normal
386,3,87,9,21,normal
387,3,88,17,18,normal
388,3,89,16,14,normal
389,3,90,14,2,normal
390,3,91,4,3,normal
391,3,92,7,11,normal
392,3,93,4,18,normal
393,3,94,13,11,normal
394,3,95,9,13,normal
395,3,96,7,17,normal
396,3,97,5,4,normal
397,3,98,11,4,normal
398,3,99,5,19,normal
399,4,0,22,8,normal
400,4,1,17,2,normal
401,4,2,6,24,normal
402,4,3,20,20,normal
403,4,4,25,17,normal
404,4,5,10,20,normal
405,4,6,19,22,normal
406,4,7,11,6,normal
407,4,8,13,14,normal
408,4,9,16,21,normal
409,4,10,24,11,normal
410,4,11,18,22,normal
411,4,12,4,25,normal
412,4,13,16,10,normal
413,4,14,9,18,normal
414,4,15,11,10,normal
415,4,16,9,12,normal
416,4,17,12,17,normal
417,4,18,17,15,normal
418,4,19,19,21,normal
419,4,20,14,4,normal
420,4,21,22,9,normal
421,4,22,4,24,normal
422,4,23,16,2,normal
423,4,24,20,6,normal
424,4,25,15,19,normal
425,4,26,8,24,normal
426,4,27,18,3,normal
427,4,29,16,7,normal
428,4,30,21,17,normal
429,4,31,6,17,normal
430,4,32,15,6,normal
431,4,33,4,11,normal
432,4,34,14,6,normal
433,4,35,21,10,normal
434,4,36,11,11,normal
435,4,37,25,12,normal
436,4,38,8,9,normal
437,4,39,15,22,normal
438,4,40,20,10,normal
439,4,41,5,16,normal
440,4,42,10,3,normal
441,4,43,12,3,normal
442,4,44,17,9,normal
443,4,45,18,16,normal
444,4,46,13,2,normal
445,4,47,19,3,normal
446,4,48,11,24,normal
447,4,49,12,21,normal
448,4,50,10,23,normal
449,4,51,14,12,normal
450,4,52,25,20,normal
451,4,53,23,16,normal
452,4,54,24,8,normal
453,4,55,12,12,normal
454,4,56,12,1,normal
455,4,57,8,6,normal
456,4,58,3,8,normal
457,4,59,20,19,normal
458,4,61,18,20,normal
459,4,62,15,9,normal
460,4,63,10,17,normal
461,4,64,12,23,normal
462,4,65,19,5,normal
463,4,66,3,18,normal
464,4,67,19,7,normal
465,4,68,9,5,normal
466,4,69,12,18,normal
467,4,70,5,7,normal
468,4,71,14,17,normal
469,4,72,17,22,normal
470,4,73,9,3,normal
471,4,74,15,16,normal
472,4,75,18,7,normal
473,4,76,22,14,normal
474,4,77,16,3,normal
475,4,78,20,8,normal
476,4,79,22,11,normal
477,4,80,17,21,normal
478,4,81,22,19,normal
479,4,82,23,9,normal
480,4,83,7,8,normal
481,4,84,5,24,normal
482,4,85,23,18,normal
483,4,86,13,19,normal
484,4,87,9,21,normal
485,4,88,18,18,normal
486,4,89,16,14,normal
487,4,90,15,2,normal
488,4,91,5,3,normal
489,4,92,8,11,normal
490,4,93,5,18,normal
491,4,94,14,11,normal
492,4,95,8,13,normal
493,4,96,7,16,normal
494,4,97,6,4,normal
495,4,98,11,5,normal
496,4,99,6,19,normal
497,5,0,22,8,normal
498,5,1,17,2,normal
499,5,2,7,24,normal
500,5,3,20,20,normal
501,5,4,25,16,normal
502,5,5,11,20,normal
503,5,6,20,22,normal
504,5,7,10,6,normal
505,5,8,14,14,normal
506,5,9,16,20,normal
507,5,10,25,11,normal
508,5,11,18,21,normal
509,5,12,5,25,normal
510,5,13,16,11,normal
511,5,14,10,18,normal
512,5,15,12,10,normal
513,5,16,10,12,normal
514,5,17,13,17,normal
515,5,18,17,15,normal
516,5,19,20,21,normal
517,5,20,15,4,normal
518,5,21,22,10,normal
519,5,22,4,23,normal
520,5,23,16,2,normal
521,5,24,20,6,normal
522,5,25,16,19,normal
523,5,26,9,24,normal
524,5,27,18,4,normal
525,5,29,17,7,normal
526,5,30,21,16,normal
527,5,31,7,17,normal
528,5,32,16,6,normal
529,5,33,5,11,normal
530,5,34,14,6,normal
531,5,35,21,11,normal
532,5,36,12,11,normal
533,5,37,25,13,normal
534,5,38,9,9,normal
535,5,39,16,22,normal
536,5,40,20,10,normal
537,5,41,6,16,normal
538,5,42,11,3,normal
539,5,43,13,3,normal
540,5,44,18,9,normal
541,5,45,19,16,normal
542,5,46,14,2,normal
543,5,47,19,3,normal
544,5,48,12,24,normal
545,5,49,12,20,normal
546,5,50,11,23,normal
547,5,51,15,12,normal
548,5,52,25,19,normal
549,5,53,23,15,normal
550,5,54,24,9,normal
551,5,55,13,12,normal
552,5,56,13,1,normal
553,5,57,9,6,normal
554,5,58,4,8,normal
555,5,59,21,19,normal
556,5,61,18,19,normal
557,5,62,16,9,normal
558,5,63,11,17,normal
559,5,64,13,23,normal
560,5,65,19,6,normal
561,5,66,4,18,normal
562,5,67,19,8,normal
563,5,68,10,5,normal
564,5,69,12,18,normal
565,5,70,5,8,normal
566,5,71,15,17,normal
567,5,72,17,22,normal
568,5,73,9,3,normal
569,5,74,16,16,normal
570,5,75,18,8,normal
571,5,76,23,14,normal
572,5,77,17,3,normal
573,5,78,20,7,normal
574,5,79,23,11,normal
575,5,80,17,20,normal
576,5,81,22,18,normal
577,5,82,23,10,normal
578,5,83,8,8,normal
579,5,84,5,23,normal
580,5,85,23,17,normal
581,5,86,14,19,normal
582,5,87,9,20,normal
583,5,88,19,18,normal
584,5,89,16,14,normal
585,5,90,15,3,normal
586,5,91,6,3,normal
587,5,92,9,11,normal
588,5,93,6,18,normal
589,5,94,14,11,normal
590,5,95,9,13,normal
591,5,96,8,16,normal
592,5,97,7,4,normal
593,5,98,11,5,normal
594,5,99,7,19,normal
595,6,0,22,9,normal
596,6,1,17,2,normal
597,6,2,8,24,normal
598,6,3,20,19,normal
599,6,4,25,15,normal
600,6,5,11,20,normal
601,6,6,21,22,normal
602,6,7,10,6,normal
603,6,8,15,14,normal
604,6,9,16,20,normal
605,6,10,25,11,normal
606,6,11,19,21,normal
607,6,12,6,25,normal
608,6,13,17,11,normal
609,6,14,11,18,normal
610,6,15,12,9,normal
611,6,16,11,12,normal
612,6,17,14,17,normal
613,6,18,17,14,normal
614,6,19,21,21,normal
615,6,20,16,4,normal
616,6,21,22,10,normal
617,6,22,4,23,normal
618,6,23,16,2,normal
619,6,24,20,6,normal
620,6,25,17,19,normal
621,6,26,9,23,normal
622,6,27,19,4,normal
623,6,29,17,6,normal
624,6,30,21,15,normal
625,6,31,8,17,normal
626,6,32,16,7,normal
627,6,33,5,10,normal
628,6,34,15,6,normal
629,6,35,21,11,normal
630,6,36,12,12,normal
631,6,37,25,13,normal
632,6,38,10,9,normal
633,6,39,16,21,normal
634,6,40,21,10,normal
635,6,41,7,16,normal
636,6,42,12,3,normal
637,6,43,14,3,normal
638,6,44,18,9,normal
639,6,45,20,16,normal
640,6,46,14,2,normal
641,6,47,19,3,normal
642,6,48,13,24,normal
643,6,49,13,20,normal
644,6,50,10,23,normal
645,6,51,16,12,normal
646,6,52,25,18,normal
647,6,53,23,16,normal
648,6,54,24,10,normal
649,6,55,14,12,normal
650,6,56,13,1,normal
651,6,57,9,6,normal
652,6,58,4,8,normal
653,6,59,22,19,normal
654,6,61,19,19,normal
655,6,62,17,9,normal
656,6,63,12,17,normal
657,6,64,14,23,normal
658,6,65,19,6,normal
659,6,66,5,18,normal
660,6,67,19,8,normal
661,6,68,10,5,normal
662,6,69,13,18,normal
663,6,70,5,9,normal
664,6,71,16,17,normal
665,6,72,17,21,normal
666,6,73,10,3,normal
667,6,74,17,16,normal
668,6,75,18,8,normal
669,6,76,24,14,normal
670,6,77,17,4,normal
671,6,78,20,8,normal
672,6,79,23,12,normal
673,6,80,18,20,normal
674,6,81,22,17,normal
675,6,82,23,10,normal
676,6,83,8,9,normal
677,6,84,5,22,normal
678,6,85,24,17,normal
679,6,86,15,19,normal
680,6,87,10,20,normal
681,6,88,19,17,normal
682,6,89,16,14,normal
683,6,90,15,3,normal
684,6,91,7,3,normal
685,6,92,9,12,normal
686,6,93,6,17,normal
687,6,94,15,11,normal
688,6,95,10,13,normal
689,6,96,8,16,normal
690,6,97,8,4,normal
691,6,98,11,5,normal
692,6,99,7,18,normal
693,7,0,23,9,normal
694,7,1,17,3,normal
695,7,2,8,23,normal
696,7,3,20,18,normal
697,7,4,25,15,normal
698,7,5,11,20,normal
699,7,6,20,22,normal
700,7,7,11,6,normal
701,7,8,15,14,normal
702,7,9,16,20,normal
703,7,10,25,12,normal
704,7,11,19,20,normal
705,7,12,6,24,normal
706,7,13,17,10,normal
707,7,14,12,18,normal
708,7,15,13,9,normal
709,7,16,11,12,normal
710,7,17,14,16,normal
711,7,18,17,15,normal
712,7,19,21,20,normal
713,7,20,16,4,normal
714,7,21,22,10,normal
715,7,22,5,23,normal
716,7,23,16,3,normal
717,7,24,20,7,normal
718,7,25,17,19,normal
719,7,26,9,22,normal
720,7,27,19,5,normal
721,7,29,18,6,normal
722,7,30,22,15,normal
723,7,31,9,17,normal
724,7,32,16,7,normal
725,7,33,6,10,normal
726,7,34,16,6,normal
727,7,35,22,11,normal
728,7,36,12,11,normal
729,7,37,25,13,normal
730,7,38,11,9,normal
731,7,39,16,21,normal
732,7,40,21,10,normal
733,7,41,7,16,normal
734,7,42,12,4,normal
735,7,43,14,3,normal
736,7,44,18,10,normal
737,7,45,21,16,normal
738,7,46,14,2,normal
739,7,47,20,3,normal
740,7,48,14,24,normal
741,7,49,14,20,normal
742,7,50,10,22,normal
743,7,51,17,12,normal
744,7,52,25,17,normal
745,7,53,22,16,normal
746,7,54,24,11,normal
747,7,55,15,12,normal
748,7,56,14,1,normal
749,7,57,9,7,normal
750,7,58,4,7,normal
751,7,59,22,18,normal
752,7,61,19,19,normal
753,7,62,17,9,normal
754,7,63,13,17,normal
755,7,64,14,22,normal
756,7,65,19,7,normal
757,7,66,5,18,normal
758,7,67,19,9,normal
759,7,68,10,5,normal
760,7,69,14,18,normal
761,7,70,6,9,normal
762,7,71,17,17,normal
763,7,72,17,21,normal
764,7,73,11,3,normal
765,7,74,18,16,normal
766,7,75,18,8,normal
767,7,76,25,14,normal
768,7,77,18,4,normal
769,7,78,21,8,normal
770,7,79,24,12,normal
771,7,80,18,19,normal
772,7,81,21,17,normal
773,7,82,23,11,normal
774,7,83,9,9,normal
775,7,84,6,22,normal
776,7,85,24,16,normal
777,7,86,16,19,normal
778,7,87,10,20,normal
779,7,88,20,17,normal
780,7,89,16,14,normal
781,7,90,15,4,normal
782,7,91,8,3,normal
783,7,92,10,12,normal
784,7,93,6,18,normal
785,7,94,16,11,normal
786,7,95,11,13,normal
787,7,96,9,16,normal
788,7,97,9,4,normal
789,7,98,12,5,normal
790,7,99,8,18,normal
791,8,0,22,9,normal
792,8,1,17,4,normal
793,8,2,9,23,normal
794,8,3,21,18,normal
795,8,4,25,15,normal
796,8,5,12,20,normal
797,8,6,21,22,normal
798,8,7,11,7,normal
799,8,8,15,14,normal
800,8,9,16,20,normal
801,8,10,25,12,normal
802,8,11,19,20,normal
803,8,12,7,24,normal
804,8,13,17,10,normal
805,8,14,12,17,normal
806,8,15,14,9,normal
807,8,16,12,12,normal
808,8,17,15,16,normal
809,8,18,17,15,normal
810,8,19,21,19,normal
811,8,20,16,5,normal
812,8,21,23,10,normal
813,8,22,6,23,normal
814,8,23,16,2,normal
815,8,24,20,8,normal
816,8,25,17,19,normal
817,8,26,9,22,normal
818,8,27,20,5,normal
819,8,29,19,6,normal
820,8,30,23,15,normal
821,8,31,10,17,normal
822,8,32,17,7,normal
823,8,33,6,11,normal
824,8,34,17,6,normal
825,8,35,22,11,normal
826,8,36,12,10,normal
827,8,37,25,13,normal
828,8,38,11,10,normal
829,8,39,16,21,normal
830,8,40,21,10,normal
831,8,41,8,16,normal
832,8,42,12,4,normal
833,8,43,14,4,normal
834,8,44,19,10,normal
835,8,45,21,16,normal
836,8,46,15,2,normal
837,8,47,20,4,normal
838,8,48,15,24,normal
839,8,49,15,20,normal
840,8,50,11,22,normal
841,8,51,17,12,normal
842,8,52,25,16,normal
843,8,53,23,16,normal
844,8,54,25,11,normal
845,8,55,16,12,normal
846,8,56,14,1,normal
847,8,57,10,7,normal
848,8,58,4,6,normal
849,8,59,23,18,normal
850,8,61,20,19,normal
851,8,62,18,9,normal
852,8,63,14,17,normal
853,8,64,14,21,normal
854,8,65,19,7,normal
855,8,66,5,18,normal
856,8,67,20,9,normal
857,8,68,10,6,normal
858,8,69,15,18,normal
859,8,70,7,9,normal
860,8,71,18,17,normal
861,8,72,17,21,normal
862,8,73,12,3,normal
863,8,74,19,16,normal
864,8,75,19,8,normal
865,8,77,18,5,normal
866,8,78,21,9,normal
867,8,79,24,12,normal
868,8,80,18,19,normal
869,8,81,22,17,normal
870,8,82,23,11,normal
871,8,83,10,9,normal
872,8,84,6,21,normal
873,8,85,24,15,normal
874,8,86,16,19,normal
875,8,87,10,20,normal
876,8,88,20,17,normal
877,8,89,17,14,normal
878,8,90,15,5,normal
879,8,91,9,3,normal
880,8,92,10,12,normal
881,8,93,6,17,normal
882,8,94,16,11,normal
883,8,95,12,13,normal
884,8,96,10,16,normal
885,8,97,10,4,normal
886,8,98,13,5,normal
887,8,99,9,18,normal
888,9,0,22,9,normal
889,9,1,17,5,normal
890,9,2,10,23,normal
891,9,3,21,18,normal
892,9,4,25,14,normal
893,9,5,13,20,normal
894,9,6,20,22,normal
895,9,7,12,7,normal
896,9,8,16,14,normal
897,9,9,16,20,normal
898,9,10,25,12,normal
899,9,11,20,20,normal
900,9,12,7,25,normal
901,9,13,18,10,normal
902,9,14,13,17,normal
903,9,15,15,9,normal
904,9,16,13,12,normal
905,9,17,15,15,normal
906,9,18,17,16,normal
907,9,19,21,19,normal
908,9,20,16,6,normal
909,9,21,23,10,normal
910,9,22,6,24,normal
911,9,23,17,2,normal
912,9,24,20,8,normal
913,9,25,17,18,normal
914,9,26,10,22,normal
915,9,27,21,5,normal
916,9,29,20,6,normal
917,9,30,23,14,normal
918,9,31,11,17,normal
919,9,32,17,8,normal
920,9,33,5,11,normal
921,9,34,17,6,normal
922,9,35,22,11,normal
923,9,36,13,10,normal
924,9,38,11,10,normal
925,9,39,16,21,normal
926,9,40,21,10,normal
927,9,41,9,16,normal
928,9,42,12,5,normal
929,9,43,15,4,normal
930,9,44,20,10,normal
931,9,45,21,16,normal
932,9,46,15,2,normal
933,9,47,20,4,normal
934,9,48,15,23,normal
935,9,49,15,19,normal
936,9,50,11,21,normal
937,9,51,17,13,normal
938,9,52,25,16,normal
939,9,53,23,16,normal
940,9,54,25,11,normal
941,9,55,16,12,normal
942,9,56,14,2,normal
943,9,57,10,7,normal
944,9,58,5,6,normal
945,9,59,23,17,normal
946,9,61,20,18,normal
947,9,62,19,9,normal
948,9,63,15,17,normal
949,9,64,14,20,normal
950,9,65,20,7,normal
951,9,66,5,17,normal
952,9,67,20,9,normal
953,9,68,11,6,normal
954,9,69,16,18,normal
955,9,70,8,9,normal
956,9,71,19,17,normal
957,9,72,17,20,normal
958,9,73,13,3,normal
959,9,74,19,15,normal
960,9,75,19,8,normal
961,9,77,18,6,normal
962,9,78,21,9,normal
963,9,79,24,12,normal
964,9,80,19,19,normal
965,9,81,22,17,normal
966,9,82,24,11,normal
967,9,83,11,9,normal
968,9,84,7,21,normal
969,9,85,24,14,normal
970,9,86,16,19,normal
971,9,87,11,20,normal
972,9,88,20,17,normal
973,9,89,17,14,normal
974,9,90,15,6,normal
975,9,91,10,3,normal
976,9,92,9,12,normal
977,9,93,7,17,normal
978,9,94,17,11,normal
979,9,95,12,14,normal
980,9,96,11,16,normal
981,9,97,11,4,normal
982,9,98,14,5,normal
983,9,99,10,18,normal
984,10,0,22,9,normal
985,10,1,18,5,normal
986,10,2,11,23,normal
987,10,3,21,18,normal
988,10,5,13,21,normal
989,10,6,21,22,normal
990,10,7,12,8,normal
991,10,8,16,14,normal
992,10,9,16,20,normal
993,10,11,20,21,normal
994,10,12,8,25,normal
995,10,13,18,10,normal
996,10,14,14,17,normal
997,10,15,15,8,normal
998,10,16,14,12,normal
999,10,17,16,15,normal
1000,10,18,18,16,normal
1001,10,19,22,19,normal
1002,10,20,16,6,normal
1003,10,21,23,11,normal
1004,10,22,7,24,normal
1005,10,23,18,2,normal
1006,10,24,21,8,normal
1007,10,25,18,18,normal
1008,10,26,11,22,normal
1009,10,27,22,5,normal
1010,10,29,20,6,normal
1011,10,30,23,14,normal
1012,10,31,12,17,normal
1013,10,32,18,8,normal
1014,10,33,6,11,normal
1015,10,34,17,6,normal
1016,10,35,22,11,normal
1017,10,36,14,10,normal
1018,10,38,12,10,normal
1019,10,39,16,21,normal
1020,10,40,21,10,normal
1021,10,41,10,16,normal
1022,10,42,13,5,normal
1023,10,43,16,4,normal
1024,10,44,20,10,normal
1025,10,45,21,15,normal
1026,10,46,16,2,normal
1027,10,47,21,4,normal
1028,10,48,16,23,normal
1029,10,49,15,18,normal
1030,10,50,12,21,normal
1031,10,51,18,13,normal
1032,10,52,25,15,normal
1033,10,53,23,15,normal
1034,10,54,25,11,normal
1035,10,55,16,12,normal
1036,10,56,14,2,normal
1037,10,57,10,8,normal
1038,10,58,5,7,normal
1039,10,59,23,17,normal
1040,10,61,20,18,normal
1041,10,62,19,9,normal
1042,10,63,16,17,normal
1043,10,64,14,19,normal
1044,10,65,21,7,normal
1045,10,66,5,18,normal
1046,10,67,20,9,normal
1047,10,68,11,7,normal
1048,10,69,16,18,normal
1049,10,70,9,9,normal
1050,10,71,19,17,normal
1051,10,72,18,20,normal
1052,10,73,13,4,normal
1053,10,74,20,15,normal
1054,10,75,19,8,normal
1055,10,77,18,7,normal
1056,10,78,21,9,normal
1057,10,79,24,13,normal
1058,10,80,20,19,normal
1059,10,81,22,17,normal
1060,10,82,24,11,normal
1061,10,83,12,9,normal
1062,10,84,8,21,normal
1063,10,85,24,14,normal
1064,10,86,16,19,normal
1065,10,87,12,20,normal
1066,10,88,20,17,normal
1067,10,89,17,14,normal
1068,10,90,15,7,normal
